week,region,country,admin1,event_type,sub_event_type,events,fatalities,population_exposure,disorder_type,centroid_latitude,centroid_longitude
2026-03-21,"South America",Colombia,Cauca,"Violence against civilians","Abduction/forced disappearance",2,0,"8,741","Political violence",2.142,-76.871
2026-03-21,"South America",Colombia,Magdalena,"Violence against civilians","Abduction/forced disappearance",1,0,"1,858","Political violence",10.134,-74.504
2026-03-21,"South America",Colombia,"Norte de Santander","Violence against civilians","Abduction/forced disappearance",2,0,"5,680","Political violence",8.082,-72.862
2026-03-21,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",2,0,"1,094","Political violence",2.130,29.051
2026-03-21,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,"72,918","Political violence",-0.551,28.719
2026-03-21,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,"18,881","Political violence",-3.297,28.167
2026-03-21,"South America",Ecuador,"El Oro","Violence against civilians","Abduction/forced disappearance",1,0,"117,893","Political violence",-3.469,-79.841
2026-03-21,"South America",Ecuador,Guayas,"Violence against civilians","Abduction/forced disappearance",1,0,"49,374","Political violence",-1.950,-79.925
2026-03-21,"Eastern Africa",Ethiopia,Amhara,"Violence against civilians","Abduction/forced disappearance",1,0,"8,345","Political violence",11.241,38.322
2026-03-21,Caribbean,Haiti,Ouest,"Violence against civilians","Abduction/forced disappearance",1,0,"14,318","Political violence",18.617,-72.174
2026-03-21,"Eastern Africa",Kenya,Kajiado,"Violence against civilians","Abduction/forced disappearance",1,0,"104,780","Political violence",-2.118,36.784
2026-03-21,"Western Africa",Mali,Gao,"Violence against civilians","Abduction/forced disappearance",2,0,"3,335","Political violence",16.988,-0.109
2026-03-21,"Western Africa",Mali,Mopti,"Violence against civilians","Abduction/forced disappearance",1,0,860,"Political violence",14.515,-3.649
2026-03-21,"Western Africa",Mali,Segou,"Violence against civilians","Abduction/forced disappearance",3,0,"58,188","Political violence",14.051,-6.003
2026-03-21,"North America",Mexico,Colima,"Violence against civilians","Abduction/forced disappearance",1,0,"60,500","Political violence",19.100,-103.924
2026-03-21,"North America",Mexico,Guanajuato,"Violence against civilians","Abduction/forced disappearance",1,0,"83,705","Political violence",20.877,-101.259
2026-03-21,"North America",Mexico,Guerrero,"Violence against civilians","Abduction/forced disappearance",1,0,"19,440","Political violence",17.602,-99.946
2026-03-21,"North America",Mexico,"San Luis Potosi","Violence against civilians","Abduction/forced disappearance",1,0,"58,026","Political violence",22.828,-101.097
2026-03-21,"North America",Mexico,Sinaloa,"Violence against civilians","Abduction/forced disappearance",1,0,"98,867","Political violence",24.757,-107.386
2026-03-21,"North America",Mexico,Sonora,"Violence against civilians","Abduction/forced disappearance",1,0,"55,054","Political violence",29.401,-110.554
2026-03-21,"North America",Mexico,"Veracruz de Ignacio de la Llave","Violence against civilians","Abduction/forced disappearance",1,0,"5,499","Political violence",17.960,-95.178
2026-03-21,"Eastern Africa",Mozambique,"Cabo Delgado","Violence against civilians","Abduction/forced disappearance",1,0,52,"Political violence",-12.320,39.357
2026-03-21,"Southeast Asia",Myanmar,Bago-West,"Violence against civilians","Abduction/forced disappearance",1,0,874,"Political violence",18.328,95.642
2026-03-21,"Southeast Asia",Myanmar,Chin,"Violence against civilians","Abduction/forced disappearance",4,0,"23,466","Political violence",22.374,93.604
2026-03-21,"Southeast Asia",Myanmar,Magway,"Violence against civilians","Abduction/forced disappearance",1,0,"2,069","Political violence",20.810,94.543
2026-03-21,"Southeast Asia",Myanmar,Rakhine,"Violence against civilians","Abduction/forced disappearance",1,0,54,"Political violence",19.409,94.232
2026-03-21,"Western Africa",Niger,Dosso,"Violence against civilians","Abduction/forced disappearance",1,0,"1,117","Political violence",13.162,3.305
2026-03-21,"Western Africa",Nigeria,Benue,"Violence against civilians","Abduction/forced disappearance",1,0,"19,389","Political violence",7.297,8.816
2026-03-21,"Western Africa",Nigeria,Borno,"Violence against civilians","Abduction/forced disappearance",1,0,"264,303","Political violence",11.876,13.435
2026-03-21,"Western Africa",Nigeria,Edo,"Violence against civilians","Abduction/forced disappearance",1,0,"123,293","Political violence",6.654,5.878
2026-03-21,"Western Africa",Nigeria,Kaduna,"Violence against civilians","Abduction/forced disappearance",1,0,"23,363","Political violence",10.262,7.873
2026-03-21,"Western Africa",Nigeria,Katsina,"Violence against civilians","Abduction/forced disappearance",1,0,"7,423","Political violence",12.243,7.506
2026-03-21,"Western Africa",Nigeria,Kogi,"Violence against civilians","Abduction/forced disappearance",1,0,"1,645","Political violence",7.621,6.854
2026-03-21,"Western Africa",Nigeria,Kwara,"Violence against civilians","Abduction/forced disappearance",1,0,"6,918","Political violence",9.086,4.571
2026-03-21,"Western Africa",Nigeria,Plateau,"Violence against civilians","Abduction/forced disappearance",2,0,"36,058","Political violence",9.365,9.628
2026-03-21,"Western Africa",Nigeria,Sokoto,"Violence against civilians","Abduction/forced disappearance",2,0,"43,210","Political violence",12.708,5.211
2026-03-21,"Western Africa",Nigeria,Yobe,"Violence against civilians","Abduction/forced disappearance",1,0,"1,003","Political violence",11.983,11.548
2026-03-21,"Western Africa",Nigeria,Zamfara,"Violence against civilians","Abduction/forced disappearance",1,0,"40,333","Political violence",12.083,6.002
2026-03-21,"South Asia",Pakistan,Balochistan,"Violence against civilians","Abduction/forced disappearance",5,0,"350,163","Political violence",28.460,65.815
2026-03-21,"South Asia",Pakistan,"Khyber Pakhtunkhwa","Violence against civilians","Abduction/forced disappearance",1,0,"9,382","Political violence",33.993,71.672
2026-03-21,"Eastern Africa",Somalia,Hiraan,"Violence against civilians","Abduction/forced disappearance",2,0,"3,812","Political violence",4.322,45.492
2026-03-21,"Eastern Africa",Somalia,"Lower Juba","Violence against civilians","Abduction/forced disappearance",1,0,926,"Political violence",0.662,41.818
2026-03-21,"Eastern Africa",Somalia,"Middle Juba","Violence against civilians","Abduction/forced disappearance",1,0,"58,884","Political violence",1.152,42.837
2026-03-21,"Eastern Africa","South Sudan","Central Equatoria","Violence against civilians","Abduction/forced disappearance",3,0,"73,244","Political violence",4.890,31.459
2026-03-21,"Northern Africa",Sudan,"Blue Nile","Violence against civilians","Abduction/forced disappearance",1,0,"146,222","Political violence",11.008,34.095
2026-03-21,"Northern Africa",Sudan,"Central Darfur","Violence against civilians","Abduction/forced disappearance",1,0,"95,184","Political violence",12.308,23.234
2026-03-21,"Northern Africa",Sudan,"South Darfur","Violence against civilians","Abduction/forced disappearance",2,0,"374,861","Political violence",10.900,24.302
2026-03-21,"Middle East",Syria,"Al Hasakeh","Violence against civilians","Abduction/forced disappearance",2,0,"100,310","Political violence",36.413,40.552
2026-03-21,"Middle East",Syria,Aleppo,"Violence against civilians","Abduction/forced disappearance",1,0,"51,635","Political violence",36.144,37.398
2026-03-21,"Middle East",Syria,"As Sweida","Violence against civilians","Abduction/forced disappearance",1,0,"12,125","Political violence",32.762,36.892
2026-03-21,"Middle East",Syria,Quneitra,"Violence against civilians","Abduction/forced disappearance",5,0,"2,117","Political violence",33.011,35.799
2026-03-21,Caribbean,"Trinidad and Tobago","San Juan-Laventille","Violence against civilians","Abduction/forced disappearance",1,0,"15,121","Political violence",10.678,-61.472
2026-03-21,"South America",Venezuela,Guarico,"Violence against civilians","Abduction/forced disappearance",1,0,"4,549","Political violence",8.831,-66.382
2026-03-21,"Middle East",Yemen,"Al Bayda","Violence against civilians","Abduction/forced disappearance",3,0,"7,887","Political violence",14.326,45.216
2026-03-21,"Middle East",Yemen,"Amanat al Asimah","Violence against civilians","Abduction/forced disappearance",1,0,"61,697","Political violence",15.420,44.192
2026-03-21,"Middle East",Yemen,Sanaa,"Violence against civilians","Abduction/forced disappearance",1,0,"67,535","Political violence",15.393,44.475
2026-03-21,"Southern Africa",Zimbabwe,"Mashonaland West","Violence against civilians","Abduction/forced disappearance",1,0,"38,017","Political violence",-17.260,29.868
2026-03-28,"Caucasus and Central Asia",Afghanistan,Herat,"Violence against civilians","Abduction/forced disappearance",1,0,"154,174","Political violence",34.239,62.068
2026-03-28,"Caucasus and Central Asia",Afghanistan,Kabul,"Violence against civilians","Abduction/forced disappearance",1,0,"91,216","Political violence",34.525,69.343
2026-03-28,"Middle East",Bahrain,Southern,"Violence against civilians","Abduction/forced disappearance",1,0,"74,746","Political violence",25.995,50.542
2026-03-28,"South Asia",Bangladesh,Chittagong,"Violence against civilians","Abduction/forced disappearance",1,0,"40,527","Political violence",22.246,92.213
2026-03-28,"South America",Brazil,"Mato Grosso","Violence against civilians","Abduction/forced disappearance",1,0,"2,192","Political violence",-12.694,-55.363
2026-03-28,"Western Africa","Burkina Faso",Centre-Est,"Violence against civilians","Abduction/forced disappearance",1,0,"1,600","Political violence",11.718,-0.276
2026-03-28,"Western Africa","Burkina Faso",Est,"Violence against civilians","Abduction/forced disappearance",1,0,"1,610","Political violence",12.257,1.006
2026-03-28,"Western Africa","Burkina Faso",Sahel,"Violence against civilians","Abduction/forced disappearance",5,0,"6,998","Political violence",14.024,-0.768
2026-03-28,"Middle Africa",Cameroon,Extreme-Nord,"Violence against civilians","Abduction/forced disappearance",9,0,"34,476","Political violence",11.456,14.792
2026-03-28,"Middle Africa",Cameroon,Nord-Ouest,"Violence against civilians","Abduction/forced disappearance",23,0,"120,841","Political violence",6.434,10.468
2026-03-28,"Middle Africa",Cameroon,Sud-Ouest,"Violence against civilians","Abduction/forced disappearance",9,0,"81,401","Political violence",5.236,9.281
2026-03-28,"Middle Africa","Central African Republic",Haut-Mbomou,"Violence against civilians","Abduction/forced disappearance",2,0,777,"Political violence",6.584,25.375
2026-03-28,"Middle Africa",Chad,Lac,"Violence against civilians","Abduction/forced disappearance",2,0,"1,191","Political violence",13.753,14.176
2026-03-28,"East Asia",China,Beijing,"Violence against civilians","Abduction/forced disappearance",1,0,"98,178","Political violence",40.241,116.602
2026-03-28,"South America",Colombia,Narino,"Violence against civilians","Abduction/forced disappearance",1,0,"3,885","Political violence",1.494,-77.897
2026-03-28,"South America",Colombia,"Norte de Santander","Violence against civilians","Abduction/forced disappearance",3,0,"24,669","Political violence",8.082,-72.862
2026-03-28,"South America",Colombia,"Valle del Cauca","Violence against civilians","Abduction/forced disappearance",1,0,"12,601","Political violence",4.065,-76.123
2026-03-28,"Middle Africa","Democratic Republic of Congo",Bas-Uele,"Violence against civilians","Abduction/forced disappearance",1,0,"1,154","Political violence",3.665,25.377
2026-03-28,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",1,0,"37,892","Political violence",2.130,29.051
2026-03-28,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",4,0,"12,564","Political violence",-0.551,28.719
2026-03-28,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,"48,392","Political violence",-3.297,28.167
2026-03-28,"South America",Ecuador,"Los Rios","Violence against civilians","Abduction/forced disappearance",1,0,"12,589","Political violence",-1.335,-79.537
2026-03-28,"Eastern Africa",Ethiopia,Amhara,"Violence against civilians","Abduction/forced disappearance",2,0,"107,464","Political violence",11.241,38.322
2026-03-28,"Eastern Africa",Ethiopia,Oromia,"Violence against civilians","Abduction/forced disappearance",1,0,"21,752","Political violence",6.950,40.414
2026-03-28,"Eastern Africa",Ethiopia,Tigray,"Violence against civilians","Abduction/forced disappearance",1,0,838,"Political violence",13.550,39.147
2026-03-28,"Western Africa",Ghana,Northern,"Violence against civilians","Abduction/forced disappearance",1,0,"59,852","Political violence",9.277,0.002
2026-03-28,Caribbean,Haiti,Nord-Ouest,"Violence against civilians","Abduction/forced disappearance",1,0,"12,185","Political violence",19.788,-73.098
2026-03-28,Caribbean,Haiti,Ouest,"Violence against civilians","Abduction/forced disappearance",7,0,"65,685","Political violence",18.617,-72.174
2026-03-28,"Middle East",Iraq,Baghdad,"Violence against civilians","Abduction/forced disappearance",1,0,"30,953","Political violence",33.278,44.378
2026-03-28,"Eastern Africa",Kenya,Nairobi,"Violence against civilians","Abduction/forced disappearance",1,0,"43,885","Political violence",-1.302,36.827
2026-03-28,"Northern Africa",Libya,East,"Violence against civilians","Abduction/forced disappearance",1,0,"27,446","Political violence",26.513,22.085
